,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
0,0.1%,0.1%,1.4%,13.6%,84.8%,蒂姆·罗宾斯,1707204,['\n        '],"['1994-09-10(多伦多电影节)', '1994-10-14(美国)']",弗兰克·德拉邦特,['\n        '],肖申克的救赎 The Shawshank Redemption,9.7,弗兰克·德拉邦特,142分钟,"['剧情', '犯罪']"
1,0.2%,0.5%,4.9%,25.4%,69.1%,蒂姆·罗斯,1043152,['\n        '],"['2019-11-15(中国大陆)', '1998-10-28(意大利)']",朱塞佩·托纳多雷,['\n        '],海上钢琴师 La leggenda del pianista sull'oceano,9.3,亚利桑德罗·巴里克,165分钟,"['剧情', '音乐']"
2,0.1%,0.1%,2.1%,16.0%,81.6%,张国荣,1262494,['\n        '],"['1993-01-01(中国香港)', '1993-07-26(中国大陆)']",陈凯歌,['\n        '],霸王别姬,9.6,芦苇,171 分钟,"['剧情', '爱情', '同性']"
3,0.1%,0.2%,3.2%,22.5%,74.1%,让·雷诺,1513066,['\n        '],['1994-09-14(法国)'],吕克·贝松,['\n        '],这个杀手不太冷 Léon,9.4,吕克·贝松,110分钟(剧场版),"['剧情', '动作', '犯罪']"
4,0.1%,0.2%,2.8%,20.7%,76.2%,汤姆·汉克斯,1319347,['\n        '],"['1994-06-23(洛杉矶首映)', '1994-07-06(美国)']",罗伯特·泽米吉斯,['\n        '],阿甘正传 Forrest Gump,9.5,艾瑞克·罗斯,142分钟,"['剧情', '爱情']"
5,0.1%,0.2%,3.8%,22.5%,73.4%,莱昂纳多·迪卡普里奥,1255806,['\n        '],"['1998-04-03(中国大陆)', '1997-11-01(东京电影节)', '1997-12-19(美国)']",詹姆斯·卡梅隆,['\n        '],泰坦尼克号 Titanic,9.4,詹姆斯·卡梅隆,194分钟,"['剧情', '爱情', '灾难']"
6,0.1%,0.2%,3.8%,24.3%,71.6%,柊瑠美,1344895,['\n        '],"['2019-06-21(中国大陆)', '2001-07-20(日本)']",宫崎骏,['\n        '],千与千寻 千と千尋の神隠し,9.3,宫崎骏,125分钟,"['剧情', '动画', '奇幻']"
7,0.1%,0.2%,3.9%,25.3%,70.4%,莱昂纳多·迪卡普里奥,1286903,['\n        '],"['2010-09-01(中国大陆)', '2010-07-16(美国)']",克里斯托弗·诺兰,[' '],盗梦空间 Inception,9.3,克里斯托弗·诺兰,148分钟,"['剧情', '科幻', '悬疑', '冒险']"
8,0.1%,0.2%,5.1%,30.5%,64.1%,金妮弗·古德温,1067464,['\n        '],['2016-03-04(中国大陆/美国)'],拜伦·霍华德,['\n        '],疯狂动物城 Zootopia,9.2,拜伦·霍华德,109分钟(中国大陆),"['喜剧', '动画', '冒险']"
9,0.1%,0.3%,4.3%,23.0%,72.3%,理查·基尔,871731,['\n        '],"['2009-06-13(西雅图电影节)', '2010-03-12(英国)']",拉斯·霍尔斯道姆,['\n        '],忠犬八公的故事 Hachi: A Dog's Tale,9.3,斯蒂芬·P·林赛,93分钟,['剧情']
10,0.1%,0.2%,2.3%,17.6%,79.8%,罗伯托·贝尼尼,770701,['\n        '],['1997-12-20(意大利)'],罗伯托·贝尼尼,[' '],美丽人生 La vita è bella,9.5,温琴佐·切拉米,116分钟,"['剧情', '喜剧', '爱情', '战争']"
11,0.2%,0.4%,6.5%,33.2%,59.7%,阿米尔·汗,937373,['\n        '],"['2017-05-05(中国大陆)', '2016-12-23(印度)']",涅提·蒂瓦里,[' '],摔跤吧！爸爸 Dangal,9.0,比于什·古普塔,161分钟(印度),"['剧情', '家庭', '传记', '运动']"
12,0.3%,0.6%,5.4%,25.9%,67.8%,阿米尔·汗,1167031,['\n        '],"['2011-12-08(中国大陆)', '2009-12-25(印度)']",拉吉库马尔·希拉尼,[' '],三傻大闹宝莱坞 3 Idiots,9.2,维德胡·维诺德·乔普拉,171分钟(印度),"['剧情', '喜剧', '爱情', '歌舞']"
13,0.1%,0.2%,4.2%,27.8%,67.7%,金·凯瑞,917319,['\n        '],['1998-06-05(美国)'],彼得·威尔,['\n        '],楚门的世界 The Truman Show,9.3,安德鲁·尼科尔,103分钟,"['剧情', '科幻']"
14,0.3%,0.5%,4.8%,24.1%,70.3%,马修·麦康纳,933642,['\n        '],"['2014-11-12(中国大陆)', '2014-11-07(美国)']",克里斯托弗·诺兰,['\n        '],星际穿越 Interstellar,9.3,乔纳森·诺兰,169分钟,"['剧情', '科幻', '冒险']"
15,0.1%,0.4%,7.0%,31.6%,60.9%,安东尼·冈萨雷斯,893135,['\n        '],"['2017-11-24(中国大陆)', '2017-10-20(莫雷利亚电影节)', '2017-11-22(美国)']",李·昂克里奇,[' '],寻梦环游记 Coco,9.1,阿德里安·莫利纳,105分钟,"['喜剧', '动画', '音乐', '奇幻']"
16,0.1%,0.1%,2.4%,19.2%,78.1%,连姆·尼森,679304,['\n        '],"['1993-11-30(华盛顿首映)', '1994-02-04(美国)']",史蒂文·斯皮尔伯格,['\n        '],辛德勒的名单 Schindler's List,9.5,托马斯·肯尼利,195分钟,"['剧情', '历史', '战争']"
17,0.3%,0.5%,6.0%,26.2%,67.1%,周星驰,914457,['\n        '],"['1995-02-04(中国香港)', '2014-10-24(中国大陆)', '2017-04-13(中国大陆重映)']",刘镇伟,[' '],大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,刘镇伟,95分钟,"['喜剧', '爱情', '奇幻', '古装']"
18,0.1%,0.2%,3.9%,27.0%,68.9%,热拉尔·朱尼奥,816860,['\n        '],"['2004-10-16(中国大陆)', '2004-03-17(法国)']",克里斯托夫·巴拉蒂,['\n        '],放牛班的春天 Les choristes,9.3,乔治·沙普罗,97分钟,"['剧情', '音乐']"
19,0.1%,0.2%,4.1%,24.3%,71.3%,本·贝尔特,852215,['\n        '],['2008-06-27(美国)'],安德鲁·斯坦顿,['\n        '],机器人总动员 WALL·E,9.3,安德鲁·斯坦顿,98分钟,"['科幻', '动画', '冒险']"
20,0.1%,0.5%,7.0%,32.1%,60.3%,玛德琳·卡罗尔,1068439,['\n        '],"['2010-07-26(好莱坞首映)', '2010-09-10(美国)']",罗伯·莱纳,['\n        '],怦然心动 Flipped,9.0,罗伯·莱纳,90分钟,"['剧情', '喜剧', '爱情']"
21,0.1%,0.3%,5.8%,29.2%,64.6%,日高法子,794210,['\n        '],"['2018-12-14(中国大陆)', '1988-04-16(日本)']",宫崎骏,['\n        '],龙猫 となりのトトロ,9.2,宫崎骏,86分钟,"['动画', '奇幻', '冒险']"
22,0.1%,0.2%,5.0%,29.9%,64.8%,刘德华,750772,['\n        '],"['2002-12-12(中国香港)', '2003-09-05(中国大陆)']",刘伟强,['\n        '],无间道 無間道,9.2,麦兆辉,101分钟,"['剧情', '悬疑', '犯罪']"
23,0.1%,0.4%,6.4%,31.6%,61.6%,威尔·史密斯,945718,['\n        '],"['2008-01-17(中国大陆)', '2006-12-15(美国)']",加布里埃莱·穆奇诺,['\n        '],当幸福来敲门 The Pursuit of Happyness,9.1,斯蒂夫·康拉德,117分钟,"['剧情', '家庭', '传记']"
24,0.2%,0.5%,6.4%,27.0%,65.9%,克里斯蒂安·贝尔,628298,[' '],"['2008-07-14(纽约首映)', '2008-07-18(美国)']",克里斯托弗·诺兰,[' / '],蝙蝠侠：黑暗骑士 The Dark Knight,9.2,乔纳森·诺兰,152分钟,"['剧情', '动作', '科幻', '惊悚', '犯罪']"
25,0.1%,0.2%,3.7%,26.2%,69.8%,孔侑,549609,['\n        '],['2011-09-22(韩国)'],黄东赫,['\n        '],熔炉 도가니,9.3,孔枝泳,125分钟,['剧情']
26,0.2%,0.6%,8.0%,32.8%,58.4%,周星驰,738316,['\n        '],"['1995-01-21(中国香港)', '2014-10-24(中国大陆)']",刘镇伟,[' '],大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,刘镇伟,87分钟,"['喜剧', '爱情', '奇幻', '古装']"
27,0.2%,0.5%,6.7%,31.9%,60.7%,苏拉·沙玛,913655,['\n        '],"['2012-11-22(中国大陆)', '2012-09-28(纽约电影节)', '2012-11-21(美国)']",李安,['\n        '],少年派的奇幻漂流 Life of Pi,9.0,扬·马特尔,127分钟,"['剧情', '奇幻', '冒险']"
28,0.1%,0.3%,4.5%,28.5%,66.6%,弗朗索瓦·克鲁塞,618379,['\n        '],['2011-11-02(法国)'],奥利维埃·纳卡什,['\n        '],触不可及 Intouchables,9.2,奥利维埃·纳卡什,112分钟,"['剧情', '喜剧']"
29,0.2%,0.4%,5.1%,24.2%,70.1%,马龙·白兰度,580648,['\n        '],"['1972-03-15(纽约首映)', '1972-03-24(美国)']",弗朗西斯·福特·科波拉,['\n        '],教父 The Godfather,9.3,马里奥·普佐,175 分钟,"['剧情', '犯罪']"
30,0.1%,0.3%,7.3%,34.8%,57.5%,爱德华·阿斯纳,835665,['\n        '],"['2009-08-04(中国大陆)', '2009-05-13(戛纳电影节)', '2009-05-29(美国)']",彼特·道格特,[' '],飞屋环游记 Up,9.0,彼特·道格特,96分钟,"['剧情', '喜剧', '动画', '冒险']"
31,0.4%,1.0%,10.2%,36.3%,52.1%,姜文,1009805,['\n        '],['2010-12-16(中国大陆)'],姜文,[' '],让子弹飞,8.8,朱苏进,132分钟,"['剧情', '喜剧', '动作', '西部']"
32,0.1%,0.3%,5.0%,28.6%,66.0%,尊龙,404667,['\n        '],"['1987-10-04(东京国际电影节)', '1987-10-23(意大利)']",贝纳尔多·贝托鲁奇,['\n        '],末代皇帝 The Last Emperor,9.2,贝纳尔多·贝托鲁奇,163分钟,"['剧情', '传记', '历史']"
33,0.1%,0.4%,7.3%,32.3%,59.9%,倍赏千惠子,610384,['\n        '],"['2004-09-05(威尼斯电影节)', '2004-11-20(日本)']",宫崎骏,['\n        '],哈尔的移动城堡 ハウルの動く城,9.0,宫崎骏,119分钟,"['动画', '奇幻', '冒险']"
34,0.1%,0.3%,4.7%,28.4%,66.5%,葛优,486763,['\n        '],"['1994-06-30(中国香港)', '1994-05-17(戛纳电影节)']",张艺谋,['\n        '],活着,9.2,芦苇,132分钟,"['剧情', '家庭', '历史']"
35,0.1%,0.3%,6.0%,31.8%,61.8%,田中真弓,538522,['\n        '],"['1992-05-01(中国大陆)', '1986-08-02(日本)']",宫崎骏,['\n        '],天空之城 天空の城ラピュタ,9.1,宫崎骏,125分钟,"['动画', '奇幻', '冒险']"
36,0.1%,0.4%,8.2%,34.9%,56.3%,丹尼尔·雷德克里夫,520023,['\n        '],"['2002-01-26(中国大陆)', '2001-11-04(英国首映)', '2001-11-16(美国)']",克里斯·哥伦布,['\n        '],哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,8.9,史蒂夫·克洛夫斯,152分钟,"['奇幻', '冒险']"
37,0.1%,0.4%,8.7%,42.3%,48.4%,马里奥·卡萨斯,697242,['\n        '],"['2017-09-15(中国大陆)', '2016-09-23(奇幻电影节)', '2017-01-06(西班牙)']",奥里奥尔·保罗,[' '],看不见的客人 Contratiempo,8.8,奥里奥尔·保罗,106分钟,"['剧情', '悬疑', '惊悚', '犯罪']"
38,0.1%,0.3%,7.2%,34.2%,58.1%,奥黛丽·赫本,617760,['\n        '],"['1953-08-20(威尼斯电影节)', '1953-09-02(美国)']",威廉·惠勒,['\n        '],罗马假日 Roman Holiday,9.0,伊安·麦克莱伦·亨特,118分钟,"['剧情', '喜剧', '爱情']"
39,0.1%,0.3%,4.5%,29.2%,65.9%,薛景求,361414,['\n        '],['2013-10-02(韩国)'],李濬益,['\n        '],素媛 소원,9.2,金智慧,123分钟,['剧情']
40,0.3%,1.0%,12.1%,36.9%,49.8%,萨姆·沃辛顿,843287,['\n        '],"['2010-01-04(中国大陆)', '2009-12-18(美国)']",詹姆斯·卡梅隆,['\n        '],阿凡达 Avatar,8.7,詹姆斯·卡梅隆,162分钟,"['动作', '科幻', '冒险']"
41,0.1%,0.3%,7.3%,34.0%,58.3%,乔纳森·泰勒·托马斯,479395,['\n        '],"['1995-07-15(中国大陆)', '1994-06-15(美国)', '2011-09-16(美国)']",罗杰·阿勒斯,['\n        '],狮子王 The Lion King,9.0,艾琳·梅琪,89 分钟,"['动画', '歌舞', '冒险']"
42,0.2%,0.5%,6.3%,26.8%,66.3%,维果·莫腾森,462774,['\n        '],"['2004-03-12(中国大陆)', '2003-12-17(美国)']",彼得·杰克逊,[' '],指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,弗兰·威尔士,201分钟,"['剧情', '动作', '奇幻', '冒险']"
43,0.4%,1.0%,9.3%,33.5%,55.8%,娜塔莉·波特曼,679978,['\n        '],"['2005-12-11(BNAT电影节)', '2006-03-17(美国)']",詹姆斯·麦克特格,[' '],V字仇杀队 V for Vendetta,8.9,莉莉·沃卓斯基,132分钟,"['剧情', '动作', '科幻', '惊悚']"
44,0.1%,0.1%,1.6%,16.7%,81.5%,泰隆·鲍华,225623,['\n        '],['1957-12-17(美国)'],比利·怀德,['\n        '],控方证人 Witness for the Prosecution,9.6,阿加莎·克里斯蒂,116分钟,"['剧情', '悬疑', '犯罪']"
45,0.1%,0.4%,6.8%,32.9%,59.8%,阿尔·帕西诺,532124,['\n        '],['1992-12-23(美国)'],马丁·布莱斯特,['\n        '],闻香识女人 Scent of a Woman,9.0,博·古德曼,157 分钟,['剧情']
46,0.5%,1.7%,16.4%,38.9%,42.6%,神木隆之介,836176,['\n        '],"['2016-12-02(中国大陆)', '2016-08-26(日本)']",新海诚,['\n        '],你的名字。 君の名は。,8.4,新海诚,106分钟,"['剧情', '爱情', '动画']"
47,0.2%,0.4%,5.1%,26.1%,68.2%,姜文,391309,['\n        '],"['2000-05-12(戛纳电影节)', '2002-04-27(日本)']",姜文,['\n        '],鬼子来了,9.2,姜文,139分钟,"['剧情', '历史', '战争']"
48,0.1%,0.5%,8.4%,38.9%,52.1%,莫妮卡·贝鲁奇,601281,['\n        '],['2000-10-27(意大利)'],朱塞佩·托纳多雷,['\n        '],西西里的美丽传说 Malèna,8.8,朱塞佩·托纳多雷,109 分钟,"['剧情', '情色', '战争']"
49,0.2%,0.6%,8.3%,33.2%,57.8%,基努·里维斯,473207,['\n        '],['1999-03-31(美国)'],莉莉·沃卓斯基,['\n        '],黑客帝国 The Matrix,9.0,莉莉·沃卓斯基,136分钟,"['动作', '科幻']"
50,0.1%,0.3%,6.7%,38.6%,54.4%,莱昂纳多·迪卡普里奥,456993,['\n        '],"['2003-04-11(中国大陆)', '2002-12-16(洛杉矶首映)', '2002-12-25(美国)']",史蒂文·斯皮尔伯格,['\n        '],猫鼠游戏 Catch Me If You Can,8.9,杰夫·内桑森,141 分钟,"['剧情', '传记', '犯罪']"
51,0.1%,0.3%,4.8%,26.0%,68.8%,费雯·丽,421563,['\n        '],"['1939-12-15(亚特兰大首映)', '1940-01-17(美国)']",维克多·弗莱明,[' '],乱世佳人 Gone with the Wind,9.3,玛格丽特·米歇尔,238分钟,"['剧情', '爱情', '历史', '战争']"
52,0.2%,0.4%,4.8%,22.0%,72.7%,邱岳峰,214831,['\n        '],"['1961(中国大陆)', '1964(中国大陆)', '1978(中国大陆)', '2004(中国大陆)']",万籁鸣,['\n        '],大闹天宫,9.3,李克弱,114分钟,"['动画', '奇幻']"
53,0.2%,0.6%,8.1%,31.8%,59.4%,伊利亚·伍德,481753,['\n        '],"['2002-04-04(中国大陆)', '2001-12-19(美国)']",彼得·杰克逊,[' '],指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,9.0,弗兰·威尔士,178分钟,"['剧情', '动作', '奇幻', '冒险']"
54,0.1%,0.7%,11.0%,40.3%,47.9%,周星驰,561921,['\n        '],['1999-02-13(中国香港)'],周星驰,['\n        '],喜剧之王 喜劇之王,8.7,曾瑾昌,85分钟,"['剧情', '喜剧', '爱情']"
55,0.1%,0.7%,12.4%,43.7%,43.0%,周星驰,600638,['\n        '],['1993-07-01(中国香港)'],李力持,['\n        '],唐伯虎点秋香 唐伯虎點秋香,8.6,李力持,102 分钟,"['喜剧', '爱情', '古装']"
56,0.2%,0.5%,7.2%,30.9%,61.2%,伊利亚·伍德,428522,['\n        '],"['2003-04-25(中国大陆)', '2002-12-05(纽约首映)', '2002-12-18(美国)']",彼得·杰克逊,[' '],指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,9.1,弗兰·威尔士,179分钟,"['剧情', '动作', '奇幻', '冒险']"
57,0.1%,0.6%,8.8%,36.3%,54.2%,凯特·布兰切特,621062,['\n        '],['2008-12-25(美国)'],大卫·芬奇,['\n        '],本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,艾瑞克·罗斯,166分钟,"['剧情', '爱情', '奇幻']"
58,0.2%,0.7%,9.4%,43.5%,46.3%,弗兰西斯·麦克多蒙德,532733,['\n        '],"['2018-03-02(中国大陆)', '2017-09-04(威尼斯电影节)', '2017-12-01(美国)']",马丁·麦克唐纳,['\n        '],"三块广告牌 Three Billboards Outside Ebbing, Missouri",8.7,马丁·麦克唐纳,115分钟,"['剧情', '犯罪']"
59,0.1%,0.6%,10.3%,41.5%,47.6%,约翰尼·德普,557310,['\n        '],"['2003-11-21(中国大陆)', '2003-07-09(美国)']",戈尔·维宾斯基,['\n        '],加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,8.7,泰德·艾略特,143 分钟,"['动作', '奇幻', '冒险']"
60,0.1%,0.3%,5.4%,28.9%,65.3%,阿尔·帕西诺,316887,['\n        '],"['1974-12-12(纽约首映)', '1974-12-20(美国)']",弗朗西斯·福特·科波拉,['\n        '],教父2 The Godfather: Part Ⅱ,9.2,弗朗西斯·福特·科波拉,202分钟,"['剧情', '犯罪']"
61,0.2%,0.8%,11.2%,40.1%,47.8%,约翰尼·德普,716427,['\n        '],['1990-12-06(美国)'],蒂姆·波顿,['\n        '],剪刀手爱德华 Edward Scissorhands,8.7,蒂姆·波顿,105分钟,"['剧情', '爱情', '奇幻']"
62,0.1%,0.3%,6.7%,36.1%,56.8%,罗素·克劳,474778,['\n        '],"['2001-12-13(加州首映)', '2002-01-04(美国)']",朗·霍华德,['\n        '],美丽心灵 A Beautiful Mind,9.0,阿齐瓦·高斯曼,135分钟,"['剧情', '传记']"
63,0.1%,0.4%,7.0%,35.1%,57.4%,汤姆·汉克斯,399282,['\n        '],"['1998-11-13(中国大陆)', '1998-07-24(美国)']",史蒂文·斯皮尔伯格,['\n        '],拯救大兵瑞恩 Saving Private Ryan,9.0,罗伯特·罗达特,169分钟,"['剧情', '历史', '战争']"
64,0.1%,0.3%,4.7%,29.3%,65.6%,宋康昊,370533,['\n        '],['2013-12-18(韩国)'],杨宇硕,['\n        '],辩护人 변호인,9.2,杨宇硕,127分钟,['剧情']
65,0.1%,0.4%,5.6%,28.7%,65.2%,安东内拉·阿蒂利,437984,['\n        '],['1988-11-17(意大利)'],朱塞佩·托纳多雷,['\n        '],天堂电影院 Nuovo Cinema Paradiso,9.2,朱塞佩·托纳多雷,155分钟,"['剧情', '爱情']"
66,0.1%,0.2%,3.4%,21.9%,74.3%,亨利·方达,278982,['\n        '],['1957-04-13(美国)'],西德尼·吕美特,['\n        '],十二怒汉 12 Angry Men,9.4,雷金纳德·罗斯,96 分钟,['剧情']
67,0.3%,0.8%,7.4%,30.5%,61.1%,爱德华·诺顿,574973,['\n        '],"['1999-09-10(威尼斯电影节)', '1999-10-15(美国)']",大卫·芬奇,[' '],搏击俱乐部 Fight Club,9.0,恰克·帕拉尼克,139 分钟,"['剧情', '动作', '悬疑', '惊悚']"
68,0.2%,0.7%,11.4%,42.0%,45.8%,斯科特·安第斯,611440,[' '],"['2015-02-28(中国大陆)', '2014-10-23(东京电影节)', '2014-11-07(美国)']",唐·霍尔,[' / '],超能陆战队 Big Hero 6,8.6,乔丹·罗伯茨,102分钟,"['喜剧', '动作', '科幻', '动画', '冒险']"
69,0.2%,0.6%,6.9%,31.1%,61.3%,罗宾·威廉姆斯,442300,['\n        '],"['1989-06-02(多伦多首映)', '1989-06-09(美国)']",彼得·威尔,['\n        '],死亡诗社 Dead Poets Society,9.1,汤姆·舒尔曼,128 分钟,['剧情']
70,0.2%,0.7%,9.5%,34.3%,55.3%,中山美穗,578652,['\n        '],"['1999-03(中国大陆)', '1995-03-25(日本)']",岩井俊二,['\n        '],情书 Love Letter,8.9,岩井俊二,117分钟,"['剧情', '爱情']"
71,0.2%,0.8%,9.2%,37.6%,52.3%,拉尔夫·费因斯,542130,['\n        '],"['2014-02-06(柏林电影节)', '2014-03-28(美国)']",韦斯·安德森,['\n        '],布达佩斯大饭店 The Grand Budapest Hotel,8.8,韦斯·安德森,99分钟,"['剧情', '喜剧', '冒险']"
72,0.4%,1.1%,13.5%,46.5%,38.4%,孔侑,631534,['\n        '],"['2016-05-13(戛纳电影节)', '2016-07-20(韩国)']",延尚昊,['\n        '],釜山行 부산행,8.4,延尚昊,118分钟,"['动作', '惊悚', '灾难']"
