,1星,2星,3星,4星,5星,actor,comment,country,date,director,language,name,score,scriptwriter,time,type
0,6.7%,28.3%,48.3%,10.0%,6.7%,田川,326,['\n        '],['2019-05-21(中国大陆)'],杨龙,['\n        '],狂怒的金佛,5.6,杨龙,87分钟,['剧情']
1,0.0%,2.5%,29.4%,48.0%,20.1%,诺亚·尤佩,324,['\n        '],"['2019-01-25(圣丹斯电影节)', '2019-11-08(美国)']",阿尔玛·哈勒,['\n        '],宝贝男孩 Honey Boy,7.7,希亚·拉博夫,93分钟,['剧情']
2,0.4%,5.0%,38.7%,42.0%,13.9%,比尔·奈伊,288,['\n        '],"['2018-10-12(伦敦电影节)', '2019-06-14(英国)']",卡尔·亨特,['\n        '],"有时候，永远不 Sometimes, Always Never",7.3,弗兰克·科特雷尔·博伊斯,91分钟,['剧情']
3,1.6%,5.4%,27.8%,46.0%,19.2%,桑尼·库普斯·范·乌特伦,409,['\n        '],"['2019-02-07(柏林国际电影节)', '2019-07-03(荷兰)']",史蒂文·沃特卢德,['\n        '],非凡夏日 My Extraordinary Summer with Tess,7.5,劳拉·范·迪克,82分钟,['家庭']
4,3.9%,9.3%,47.8%,28.7%,10.4%,高良健吾,437,['\n        '],['2019-07-19(日本)'],安里麻里,['\n        '],我在你床下 アンダー・ユア・ベッド,6.6,大石圭,98分钟,"['惊悚', '恐怖']"
5,1.2%,5.1%,24.1%,44.7%,24.9%,帕特里克·德阿萨姆曹,321,['\n        '],"['2018-11-19(贝尔福采访电影节)', '2019-02-11(柏林国际电影节)']",玛丽恩·阿特兰,['\n        '],丹尼尔的脸 Daniel fait face,7.7,玛丽恩·阿特兰,59分钟,['剧情']
6,1.6%,6.5%,41.1%,40.9%,10.0%,亚当·德赖弗,644,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-11-15(美国)']",斯科特·Z·本恩斯,['\n        '],酷刑报告 The Report,7.0,斯科特·Z·本恩斯,118分钟(圣丹斯电影节),['剧情']
7,2.8%,11.9%,56.2%,23.6%,5.5%,欧嘉·柯瑞兰寇,772,['\n        '],"['2019-04-15(布鲁塞尔国际奇幻影展)', '2019-09-12(葡萄牙)']",克里斯蒂安·福克曼,['\n        '],心愿房间 The Room,6.3,萨布丽娜·卡琳,100分钟,"['剧情', '科幻', '悬疑']"
8,5.5%,34.1%,45.7%,10.1%,4.6%,玉森裕太,418,['\n        '],['2019-05-31(日本)'],森义隆,['\n        '],平行世界·爱情故事 パラレルワールド・ラブストーリー,5.5,东野圭吾,108分钟,['爱情']
9,5.8%,22.2%,53.7%,13.6%,4.7%,宋清晨,317,['\n        '],"['2018-06-29(富川电影节)', '2019-07-10(韩国)']",高政煜,['\n        '],真犯 진범,5.8,高政煜,100分钟,['悬疑']
10,3.2%,9.6%,45.5%,30.9%,10.8%,安田显,420,[],['2019-02-22(日本)'],大森立嗣,['\n        '],母亲去世时，我甚至想吃掉她的遗骨 母を亡くした時、僕は遺骨を食べたいと思った。,6.7,大森立嗣,108分钟,[]
11,0.4%,1.4%,19.1%,51.9%,27.2%,维克图瓦尔·杜布瓦,1952,['\n        '],"['2019-05-17(戛纳电影节)', '2019-11-06(法国)']",杰赫米·克拉潘,['\n        '],我失去了身体 J'ai perdu mon corps,8.1,杰赫米·克拉潘,81分钟,['动画']
12,1.2%,4.4%,45.0%,35.7%,13.7%,海伦娜·伯翰·卡特,329,['\n        '],['2018-04-13(美国)'],Richard Lanni,['\n        '],斯塔比中士：一个美国英雄 Sgt. Stubby: An American Hero,7.1,Richard Lanni,84分钟,['动画']
13,6.7%,28.3%,48.3%,10.0%,6.7%,田川,326,['\n        '],['2019-05-21(中国大陆)'],杨龙,['\n        '],狂怒的金佛,5.6,杨龙,87分钟,['剧情']
14,0.0%,2.5%,29.4%,48.0%,20.1%,诺亚·尤佩,324,['\n        '],"['2019-01-25(圣丹斯电影节)', '2019-11-08(美国)']",阿尔玛·哈勒,['\n        '],宝贝男孩 Honey Boy,7.7,希亚·拉博夫,93分钟,['剧情']
15,0.4%,5.0%,38.7%,42.0%,13.9%,比尔·奈伊,288,['\n        '],"['2018-10-12(伦敦电影节)', '2019-06-14(英国)']",卡尔·亨特,['\n        '],"有时候，永远不 Sometimes, Always Never",7.3,弗兰克·科特雷尔·博伊斯,91分钟,['剧情']
16,1.6%,5.4%,27.8%,46.0%,19.2%,桑尼·库普斯·范·乌特伦,409,['\n        '],"['2019-02-07(柏林国际电影节)', '2019-07-03(荷兰)']",史蒂文·沃特卢德,['\n        '],非凡夏日 My Extraordinary Summer with Tess,7.5,劳拉·范·迪克,82分钟,['家庭']
17,3.9%,9.3%,47.8%,28.7%,10.4%,高良健吾,437,['\n        '],['2019-07-19(日本)'],安里麻里,['\n        '],我在你床下 アンダー・ユア・ベッド,6.6,大石圭,98分钟,"['惊悚', '恐怖']"
18,1.2%,5.1%,24.1%,44.7%,24.9%,帕特里克·德阿萨姆曹,321,['\n        '],"['2018-11-19(贝尔福采访电影节)', '2019-02-11(柏林国际电影节)']",玛丽恩·阿特兰,['\n        '],丹尼尔的脸 Daniel fait face,7.7,玛丽恩·阿特兰,59分钟,['剧情']
19,1.6%,6.5%,41.1%,40.9%,10.0%,亚当·德赖弗,644,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-11-15(美国)']",斯科特·Z·本恩斯,['\n        '],酷刑报告 The Report,7.0,斯科特·Z·本恩斯,118分钟(圣丹斯电影节),['剧情']
20,2.8%,11.9%,56.2%,23.6%,5.5%,欧嘉·柯瑞兰寇,772,['\n        '],"['2019-04-15(布鲁塞尔国际奇幻影展)', '2019-09-12(葡萄牙)']",克里斯蒂安·福克曼,['\n        '],心愿房间 The Room,6.3,萨布丽娜·卡琳,100分钟,"['剧情', '科幻', '悬疑']"
21,5.5%,34.1%,45.7%,10.1%,4.6%,玉森裕太,418,['\n        '],['2019-05-31(日本)'],森义隆,['\n        '],平行世界·爱情故事 パラレルワールド・ラブストーリー,5.5,东野圭吾,108分钟,['爱情']
22,5.8%,22.2%,53.7%,13.6%,4.7%,宋清晨,317,['\n        '],"['2018-06-29(富川电影节)', '2019-07-10(韩国)']",高政煜,['\n        '],真犯 진범,5.8,高政煜,100分钟,['悬疑']
23,3.2%,9.6%,45.5%,30.9%,10.8%,安田显,420,[],['2019-02-22(日本)'],大森立嗣,['\n        '],母亲去世时，我甚至想吃掉她的遗骨 母を亡くした時、僕は遺骨を食べたいと思った。,6.7,大森立嗣,108分钟,[]
24,0.4%,1.4%,19.1%,51.9%,27.2%,维克图瓦尔·杜布瓦,1952,['\n        '],"['2019-05-17(戛纳电影节)', '2019-11-06(法国)']",杰赫米·克拉潘,['\n        '],我失去了身体 J'ai perdu mon corps,8.1,杰赫米·克拉潘,81分钟,['动画']
25,1.2%,4.4%,45.0%,35.7%,13.7%,海伦娜·伯翰·卡特,329,['\n        '],['2018-04-13(美国)'],Richard Lanni,['\n        '],斯塔比中士：一个美国英雄 Sgt. Stubby: An American Hero,7.1,Richard Lanni,84分钟,['动画']
26,6.7%,28.3%,48.3%,10.0%,6.7%,田川,326,['\n        '],['2019-05-21(中国大陆)'],杨龙,['\n        '],狂怒的金佛,5.6,杨龙,87分钟,['剧情']
27,0.0%,2.5%,29.4%,48.0%,20.1%,诺亚·尤佩,324,['\n        '],"['2019-01-25(圣丹斯电影节)', '2019-11-08(美国)']",阿尔玛·哈勒,['\n        '],宝贝男孩 Honey Boy,7.7,希亚·拉博夫,93分钟,['剧情']
28,0.4%,5.0%,38.7%,42.0%,13.9%,比尔·奈伊,288,['\n        '],"['2018-10-12(伦敦电影节)', '2019-06-14(英国)']",卡尔·亨特,['\n        '],"有时候，永远不 Sometimes, Always Never",7.3,弗兰克·科特雷尔·博伊斯,91分钟,['剧情']
29,1.6%,5.4%,27.8%,46.0%,19.2%,桑尼·库普斯·范·乌特伦,409,['\n        '],"['2019-02-07(柏林国际电影节)', '2019-07-03(荷兰)']",史蒂文·沃特卢德,['\n        '],非凡夏日 My Extraordinary Summer with Tess,7.5,劳拉·范·迪克,82分钟,['家庭']
30,3.9%,9.3%,47.8%,28.7%,10.4%,高良健吾,437,['\n        '],['2019-07-19(日本)'],安里麻里,['\n        '],我在你床下 アンダー・ユア・ベッド,6.6,大石圭,98分钟,"['惊悚', '恐怖']"
31,1.2%,5.1%,24.1%,44.7%,24.9%,帕特里克·德阿萨姆曹,321,['\n        '],"['2018-11-19(贝尔福采访电影节)', '2019-02-11(柏林国际电影节)']",玛丽恩·阿特兰,['\n        '],丹尼尔的脸 Daniel fait face,7.7,玛丽恩·阿特兰,59分钟,['剧情']
32,1.6%,6.5%,41.1%,40.9%,10.0%,亚当·德赖弗,644,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-11-15(美国)']",斯科特·Z·本恩斯,['\n        '],酷刑报告 The Report,7.0,斯科特·Z·本恩斯,118分钟(圣丹斯电影节),['剧情']
33,2.8%,11.9%,56.2%,23.6%,5.5%,欧嘉·柯瑞兰寇,772,['\n        '],"['2019-04-15(布鲁塞尔国际奇幻影展)', '2019-09-12(葡萄牙)']",克里斯蒂安·福克曼,['\n        '],心愿房间 The Room,6.3,萨布丽娜·卡琳,100分钟,"['剧情', '科幻', '悬疑']"
34,5.5%,34.1%,45.7%,10.1%,4.6%,玉森裕太,418,['\n        '],['2019-05-31(日本)'],森义隆,['\n        '],平行世界·爱情故事 パラレルワールド・ラブストーリー,5.5,东野圭吾,108分钟,['爱情']
35,5.8%,22.2%,53.7%,13.6%,4.7%,宋清晨,317,['\n        '],"['2018-06-29(富川电影节)', '2019-07-10(韩国)']",高政煜,['\n        '],真犯 진범,5.8,高政煜,100分钟,['悬疑']
36,3.2%,9.6%,45.5%,30.9%,10.8%,安田显,420,[],['2019-02-22(日本)'],大森立嗣,['\n        '],母亲去世时，我甚至想吃掉她的遗骨 母を亡くした時、僕は遺骨を食べたいと思った。,6.7,大森立嗣,108分钟,[]
37,0.4%,1.4%,19.1%,51.9%,27.2%,维克图瓦尔·杜布瓦,1952,['\n        '],"['2019-05-17(戛纳电影节)', '2019-11-06(法国)']",杰赫米·克拉潘,['\n        '],我失去了身体 J'ai perdu mon corps,8.1,杰赫米·克拉潘,81分钟,['动画']
38,1.2%,4.4%,45.0%,35.7%,13.7%,海伦娜·伯翰·卡特,329,['\n        '],['2018-04-13(美国)'],Richard Lanni,['\n        '],斯塔比中士：一个美国英雄 Sgt. Stubby: An American Hero,7.1,Richard Lanni,84分钟,['动画']
39,0.0%,1.4%,31.9%,46.6%,20.1%,弗朗卡·波滕特,544,['\n        '],['2018-09-13(德国)'],马库斯·戈勒,['\n        '],时速二十五 25 km/h,7.7,奥利弗·泽根巴格,116分钟,['喜剧']
40,1.0%,5.4%,43.1%,41.1%,9.4%,艾迪·墨菲,519,['\n        '],"['2019-09-07(多伦多电影节)', '2019-10-25(美国)']",克雷格·布鲁尔,['\n        '],我叫多麦特 Dolemite Is My Name,7.0,斯科特·亚历山大,118分钟,"['剧情', '传记']"
41,1.6%,7.6%,52.2%,28.3%,10.4%,里尔·莱尔·哈瓦瑞,653,['\n        '],"['2019-01-28(圣丹斯电影节)', '2019-08-23(美国)']",保罗·唐斯·卡莱佐,['\n        '],她的马拉松 Brittany Runs a Marathon,6.8,保罗·唐斯·卡莱佐,103分钟,"['剧情', '喜剧']"
42,0.8%,3.8%,38.0%,48.5%,8.9%,崔娜·蒂虹,1964,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-03-28(丹麦)', '2019-04-26(瑞典)']",梅尔·图琪,['\n        '],红心女王 Dronningen,7.2,玛伦·路易丝·凯恩,127分钟,['剧情']
43,1.4%,15.7%,52.4%,24.1%,6.5%,朱丽安·摩尔,472,['\n        '],"['2019-01-24(圣丹斯电影节)', '2019-08-09(美国)']",巴特·弗伦德里希,['\n        '],婚礼之后 After the Wedding,6.4,巴特·弗伦德里希,110分钟,['剧情']
44,7.1%,33.4%,45.1%,9.4%,5.0%,尼古拉斯·凯奇,517,['\n        '],['2019-11-08(美国)'],尼克·鲍威尔,['\n        '],原始恐惧 Primal,5.4,Richard Leder,97分钟,['动作']
45,1.3%,7.5%,50.9%,29.8%,10.5%,贾斯汀·塞洛克斯,889,[' / '],['2019-11-12(美国)'],查理·宾,[' / '],小姐与流浪汉 Lady and the Tramp,6.8,安德鲁·布加尔斯基,103分钟,"['剧情', '喜剧', '爱情', '动画', '家庭', '冒险']"
46,9.2%,36.9%,38.8%,10.8%,4.2%,Taapsee Pannu,322,['\n        '],['2019-06-14(印度)'],Ashwin Saravanan,['\n        '],游戏结束 Game Over,5.3,Ramkumar Kaavya,102分钟,"['剧情', '惊悚']"
47,0.7%,2.9%,20.6%,37.8%,38.0%,苏尚特·辛格·拉吉普特,3100,['\n        '],['2019-09-06(印度)'],涅提·蒂瓦里,['\n        '],最初的梦想 Chhichhore,8.2,比于什·古普塔,143分钟,"['剧情', '喜剧', '爱情']"
48,0.8%,11.6%,46.0%,31.9%,9.7%,卡里斯·范·侯登,477,['\n        '],['2019-03-14(捷克)'],朱利斯·舍夫契克,['\n        '],迷情玻璃屋 The Glass Room,6.8,Simon Mawer,103分钟,['剧情']
49,1.3%,3.2%,19.2%,43.9%,32.4%,花泽香菜,512,['\n        '],['2019-06-29(日本)'],宇木敦哉,['\n        '],千子2 センコロール コネクト,8.1,宇木敦哉,74分钟,"['剧情', '动画']"
50,3.3%,14.7%,48.6%,23.9%,9.4%,安塞尔·艾尔高特,1108,['\n        '],"['2019-09-08(多伦多电影节)', '2019-09-13(美国)']",约翰·克劳利,['\n        '],金翅雀 The Goldfinch,6.4,彼特·斯特劳恩,149分钟,['剧情']
51,8.5%,32.8%,43.3%,10.5%,4.9%,丹尼·罗维拉,311,['\n        '],['2018-11-23(西班牙)'],哈维尔·鲁伊斯·卡尔德拉,['\n        '],超级洛佩兹 Superlópez,5.4,博尔哈·科贝亚加,108分钟,['喜剧']
52,5.8%,24.3%,49.3%,17.1%,3.5%,艾丽西亚·维坎德,625,['\n        '],"['2019-10-10(伦敦电影节)', '2019-11-15(美国)']",沃什·韦斯特摩兰,[' '],惊弓之鸟 Earthquake Bird,5.8,沃什·韦斯特摩兰,107分钟,"['剧情', '爱情', '悬疑', '惊悚']"
53,1.1%,2.9%,37.8%,46.6%,11.5%,大卫·克劳斯,499,[' '],"['2018-10-01(苏黎世电影节)', '2019-03-14(德国)', '2019-04-05(英国)']",马库斯·H·罗森米勒,[' / '],战火球星 Trautmann,7.3,罗伯特·马西尼亚克,120分钟,"['剧情', '爱情', '传记', '战争', '运动']"
54,6.5%,23.7%,45.0%,18.2%,6.5%,尼古拉斯·凯奇,361,['\n        '],['2019-10-18(美国)'],肯·桑泽尔,['\n        '],攻击链 Kill Chain,5.9,肯·桑泽尔,91分钟,['动作']
55,0.3%,3.5%,46.9%,43.7%,5.6%,莱昂·鲁塞夫,343,['\n        '],"['2018-05-12(戛纳电影节)', '2018-11(塞尔维亚)']",奥涅金·格拉沃尼奇,['\n        '],空间 Teret,7.0,奥涅金·格拉沃尼奇,98分钟,['剧情']
56,0.3%,0.9%,11.5%,43.7%,43.6%,J·K·西蒙斯,6551,['\n        '],['2019-11-08(西班牙/英国)'],塞尔希奥·巴勃罗斯,['\n        '],克劳斯：圣诞节的秘密 Klaus,8.6,扎克·李维斯,96分钟,['动画']
57,2.8%,7.3%,43.7%,40.2%,5.9%,让·杜雅尔丹,1815,['\n        '],"['2019-05-15(戛纳电影节)', '2019-06-19(法国)']",昆汀·杜皮约,['\n        '],鹿皮 Le daim,6.8,昆汀·杜皮约,77分钟,['喜剧']
58,0.7%,6.0%,44.0%,35.1%,14.2%,金来沅,4276,['\n        '],['2019-10-02(韩国)'],金涵潔,['\n        '],最普通的恋爱 가장보통의 연애,7.1,金涵潔,109分钟,"['喜剧', '爱情']"
59,3.1%,11.9%,54.6%,23.2%,7.2%,崔维斯·费米尔,1801,['\n        '],['2019-08-08(澳大利亚)'],科里夫·斯丹德斯,['\n        '],危机：龙潭之战 Danger Close: The Battle of Long Tan,6.4,斯图尔特·贝亚蒂耶,118分钟,"['剧情', '动作', '战争']"
60,0.4%,1.2%,17.3%,50.6%,30.6%,樱井孝宏,1125,['\n        '],['2019-03-15(日本)'],藤田阳一,['\n        '],阿松 剧场版 劇場版 えいがのおそ松さん,8.2,松原秀,108分钟,"['喜剧', '动画']"
61,1.7%,5.2%,51.9%,33.3%,7.9%,松坂桃李,809,['\n        '],['2019-05-17(日本)'],本木克英,['\n        '],瞌睡的磐音 居眠り磐音,6.8,藤本有纪,122分钟,['剧情']
62,0.0%,1.7%,33.9%,47.1%,17.2%,丹尼尔·奥特伊,673,['\n        '],"['2019-11-22(中国大陆)', '2018-09-30(蒙彼利埃首映)', '2018-12-12(法国)']",安托万·布勒西耶,['\n        '],雷米奇遇记 Rémi sans famille,7.6,安托万·布勒西耶,109分钟,['剧情']
63,5.0%,27.8%,50.0%,13.3%,3.9%,琪兰·席普卡,683,['\n        '],['2019-11-08(美国)'],卢克·斯奈林,['\n        '],冬季浪漫故事 Let It Snow,5.7,维多利亚·斯特劳斯,93分钟,"['喜剧', '爱情']"
64,2.5%,10.9%,58.7%,23.5%,4.6%,让-米歇尔·安蒂尔,782,['\n        '],['2019-02-11(柏林电影节)'],德尼·科泰,['\n        '],鬼镇事件簿 Répertoire des villes disparues,6.3,德尼·科泰,97分钟,"['剧情', '奇幻']"
65,2.6%,15.0%,56.8%,20.8%,4.8%,凯蒂·史蒂文斯 Katie Stevens,3256,['\n        '],['2019-09-13(美国)'],斯科特·贝克,['\n        '],惊魂鬼屋 Haunt,6.2,斯科特·贝克,92分钟,"['惊悚', '恐怖']"
66,0.5%,1.8%,27.0%,53.6%,17.1%,凯拉·奈特莉,3583,['\n        '],"['2019-01-28(圣丹斯电影节)', '2019-08-30(美国)']",加文·胡德,['\n        '],官方机密 Official Secrets,7.7,加文·胡德,112分钟(圣丹斯电影节),"['剧情', '惊悚', '传记']"
67,6.9%,25.8%,50.4%,12.5%,4.4%,伊莎贝拉·莫奈,961,['\n        '],['2019-08-09(美国)'],詹姆斯·博宾,['\n        '],爱探险的朵拉：消失的黄金城 Dora and the Lost City of Gold,5.6,马修·罗宾逊,100分钟,['冒险']
68,1.2%,10.6%,38.8%,30.6%,18.8%,李肖宁,617,['\n        '],"['2019-10-04(中国大陆电视)', '2019-10-23(中国大陆)']",王路沙,['\n        '],红色之子·单刀赴会,7.1,王路沙,96分钟,['动作']
69,1.0%,2.5%,26.7%,53.1%,16.7%,亚历山德拉·玛丽亚·拉娜,1384,['\n        '],['2019-04-18(德国)'],马可·克罗伊茨派因特纳,['\n        '],科林尼案 Der Fall Collini,7.6,Robert Gold,123分钟,"['剧情', '犯罪']"
70,2.9%,9.4%,35.8%,33.1%,18.8%,迪亚哥·卡萨多,432,['\n        '],['2019-05-29(Brazil)'],Mauro Carvalho,[' '],我亲爱的表哥 Primos,7.1,迪亚哥·卡萨多,83分钟,"['剧情', '喜剧', '爱情', '同性']"
71,7.3%,24.9%,44.0%,16.6%,7.3%,山姆·克拉弗林,465,['\n        '],"['2018-09-06(威尼斯电影节)', '2019-08-02(美国)']",詹妮弗·肯特,['\n        '],夜莺 The Nightingale,5.8,詹妮弗·肯特,136分钟,"['剧情', '惊悚', '冒险']"
72,8.8%,38.7%,40.7%,8.6%,3.1%,艾玛·罗伯茨,1384,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-11-01(美国)']",爱丽丝·沃丁顿,['\n        '],天堂山 Paradise Hills,5.2,爱丽丝·沃丁顿,95分钟(圣丹斯电影节),['奇幻']
73,1.7%,9.4%,50.7%,27.1%,11.1%,神谷明,2068,['\n        '],['2019-02-08(日本)'],儿玉兼嗣,['\n        '],城市猎人：新宿 PRIVATE EYES 劇場版シティーハンター　新宿プライベート・アイズ,6.7,加藤阳一,95分钟,"['喜剧', '动作', '动画']"
74,0.2%,0.6%,9.7%,42.1%,47.5%,郑有美,11360,['\n        '],['2019-10-23(韩国)'],金度英,['\n        '],82年生的金智英 82년생 김지영,8.7,刘英雅,118分钟,['剧情']
75,18.6%,34.3%,31.4%,4.3%,11.4%,姚星彤,536,['\n        '],['2019-08-27(中国大陆)'],王凯,['\n        '],毕业的我们,5.1,马丁,109分钟,['剧情']
76,2.3%,14.5%,55.5%,22.1%,5.5%,Hairul Azreen,421,['\n        '],['2018-09-27(马来西亚)'],郑建国,['\n        '],海军特种作战部队 Paskal,6.3,郑建国,115分钟,"['动作', '战争']"
77,0.6%,6.0%,33.4%,49.6%,10.4%,伯努瓦·波尔沃德,421,['\n        '],['2018-07-04(法国)'],昆汀·杜皮约,['\n        '],在警局！ Au poste!,7.3,昆汀·杜皮约,73分钟,['喜剧']
78,0.6%,1.8%,23.8%,49.1%,24.7%,小田部阿基,398,['\n        '],"['2018-05-11(戛纳电影节)', '2018-11-02(波兰)']",劳尔·德·拉·富恩特,['\n        '],人生的另一天 Un día más con vida,7.9,劳尔·德·拉·富恩特,80分钟,"['动画', '传记']"
79,2.3%,6.3%,57.7%,24.4%,9.4%,杰瑞·奥康奈尔,427,['\n        '],['2019-10-01(美国)'],杰克·卡斯托雷纳,['\n        '],超人之死与超人归来 The Death and Return of Superman,6.6,比尔·芬格,166分钟,['动画']
80,2.5%,14.9%,53.7%,22.3%,6.7%,蒂莫西·柴勒梅德,2912,['\n        '],"['2019-09-02(威尼斯电影节)', '2019-10-11(美国)', '2019-11-01(Netflix)']",大卫·米奇欧德,['\n        '],兰开斯特之王 The King,6.3,大卫·米奇欧德,133分钟,"['剧情', '传记', '历史']"
81,4.2%,24.1%,51.5%,14.2%,5.9%,徐睿知,915,['\n        '],['2019-09-19(韩国)'],李成泰,['\n        '],量子物理学 양자물리학,5.9,李成泰,119分钟,['犯罪']
82,7.6%,29.0%,51.8%,8.8%,2.7%,戴文·萨瓦,679,['\n        '],['2019-10-01(美国)'],唐·迈克尔·保罗,['\n        '],锅盖头4：回归法制 Jarhead: Law of Return,5.4,唐·迈克尔·保罗,103分钟,"['剧情', '动作', '战争']"
83,12.9%,33.5%,37.9%,12.9%,2.9%,安妮·柯蒂斯,353,['\n        '],"['2018-08-01(菲律宾)', '2018-08-10(美国)']",埃里克·马蒂,['\n        '],卧底 Buybust,5.2,埃里克·马蒂,127分钟,"['动作', '惊悚']"
84,0.8%,2.3%,26.1%,55.0%,15.8%,娜奥米·沃茨,2706,['\n        '],"['2019-01-27(圣丹斯电影节)', '2019-08-02(美国)']",朱利叶斯·约拿,['\n        '],卢斯 Luce,7.7,朱利叶斯·约拿,109分钟,['剧情']
85,3.4%,16.4%,47.4%,25.9%,7.0%,阿卜杜·巴尔德,823,['\n        '],"['2019-05-16(戛纳电影节)', '2019-10-02(法国)']",玛缇·迪欧普,['\n        '],大西洋 Atlantique,6.3,玛缇·迪欧普,104分钟,['剧情']
86,0.5%,3.3%,34.9%,45.7%,15.6%,希亚·拉博夫,4168,['\n        '],"['2019-03-09(西南偏南电影节)', '2019-08-09(美国)']",泰勒·尼尔森,['\n        '],花生酱猎鹰 The Peanut Butter Falcon,7.5,泰勒·尼尔森,97分钟,"['剧情', '喜剧', '冒险']"
87,2.3%,12.4%,61.9%,17.6%,5.8%,亚历山大·斯卡斯加德,873,['\n        '],"['2019-04-27(翠贝卡电影节)', '2019-10-25(美国)']",丹·克劳斯 ,['\n        '],杀戮部队 The Kill Team,6.2,丹·克劳斯 ,87分钟,"['剧情', '战争']"
88,3.9%,15.9%,56.8%,16.8%,6.5%,西恩·威廉·斯科特,751,['\n        '],['2019-09-20(美国)'],Henry Jacobson,['\n        '],血亲 Bloodline,6.1,Avra Fox-Lerner,95分钟,['恐怖']
89,4.0%,22.2%,58.2%,10.5%,5.1%,索菲娅·莉莉丝,343,['\n        '],['2019-03-15(美国)'],Katt Shea,['\n        '],南希·德鲁和隐藏的楼梯 Nancy Drew and the Hidden Staircase,5.8,妮娜·菲奥雷,89分钟,"['剧情', '家庭', '犯罪']"
90,5.2%,22.5%,46.0%,15.2%,11.1%,梶裕贵,364,['\n        '],['2019-01-25(日本)'],樱木优平,['\n        '],即便明天世界终结 あした世界が終わるとしても,6.1,樱木优平,93分钟,"['剧情', '科幻', '动画']"
91,6.8%,31.1%,45.7%,11.5%,4.8%,梅丽莎·麦卡西,1090,['\n        '],['2019-08-09(美国)'],安德丽亚·贝尔洛夫,[' '],地狱厨房 The Kitchen,5.5,奥利·马斯特斯,103分钟,"['剧情', '动作', '科幻', '犯罪']"
92,4.2%,25.1%,51.8%,14.7%,4.2%,保罗·路德,417,['\n        '],"['2018-01-19(圣丹斯电影节)', '2018-06-22(美国)']",本·列文,['\n        '],接球手间谍 The Catcher Was a Spy,5.8,罗伯特·罗达特,98分钟,"['剧情', '传记', '战争']"
93,1.1%,5.2%,41.6%,41.8%,10.2%,岸井雪乃,2291,['\n        '],"['2018-10-28(东京电影节)', '2019-04-19(日本)']",今泉力哉,['\n        '],爱情是什么 愛がなんだ,7.1,角田光代,123分钟,"['剧情', '爱情']"
94,0.3%,1.6%,18.7%,47.1%,32.2%,凯文·科斯特纳,9985,['\n        '],['2019-08-09(美国)'],西蒙·柯蒂斯,['\n        '],我在雨中等你 The Art of Racing in the Rain,8.2,马克·鲍姆贝克,109分钟,"['剧情', '喜剧']"
95,7.4%,31.2%,47.2%,11.0%,3.1%,尼娅·朗,3209,['\n        '],['2019-08-16(美国)'],约翰内斯·罗伯茨,['\n        '],鲨海逃生 47 Meters Down: Uncaged,5.4,欧内斯特·里埃拉,89分钟,"['惊悚', '恐怖', '冒险']"
96,4.7%,27.1%,47.8%,16.5%,3.9%,迈克尔·阿伯特,431,['\n        '],"['2019-01-26(圣丹斯电影节)', '2019-09-27(美国)']",丹尼尔·施纳特,['\n        '],迪克·朗之死 The Death of Dick Long,5.8,Billy Chew,100分钟(圣丹斯电影节),"['剧情', '喜剧', '犯罪']"
97,0.7%,4.8%,25.7%,53.1%,15.8%,洼田正孝,326,['\n        '],"['2019-05-15(戛纳电影节)', '2020-02-28(日本)']",三池崇史,['\n        '],初恋,7.6,中村雅,108分钟,"['剧情', '爱情', '犯罪']"
98,1.2%,0.9%,7.0%,34.0%,56.9%,宫野真守,422,['\n        '],['2019-09-27(日本)'],多田俊介,['\n        '],银河英雄传说 Die Neue These 星乱 第1章 銀河英雄伝説 Die Neue These 星乱 第1章,8.9,田中芳树,96分钟,['动画']
99,1.1%,1.7%,13.4%,45.3%,38.6%,周冬雨,610049,['\n        '],['2019-10-25(中国大陆)'],曾国祥,['\n        '],少年的你,8.4,林咏琛,135分钟,"['剧情', '爱情', '犯罪']"
100,1.4%,3.5%,44.4%,38.1%,12.6%,斯特凡诺·阿科尔西,391,['\n        '],['2019-04-18(意大利)'],Leonardo D'Agostini,['\n        '],冠军 Il campione,7.1,Leonardo D'Agostini,105分钟,"['剧情', '运动']"
101,1.4%,6.3%,47.8%,32.0%,12.6%,尼古拉斯·高布,765,['\n        '],['2019-05-08(法国)'],马克西姆·戈瓦尔,['\n        '],闪虾亮晶晶 Les Crevettes pailletées,7.0,马克西姆·戈瓦尔,100分钟,"['喜剧', '同性']"
102,11.4%,29.6%,40.7%,14.3%,3.9%,塔布,356,['\n        '],['2018-04-06(印度)'],Mukul Abhyankar,['\n        '],失踪谜案 Missing,5.4,Mukul Abhyankar,120分钟,"['悬疑', '惊悚']"
103,0.6%,2.1%,22.4%,48.7%,26.2%,加斯顿·雷,4986,['\n        '],"['2019-02-26(悉尼同性恋狂欢节电影节)', '2019-07-04(阿根廷)']",马可·伯格,['\n        '],金发男子 Un rubio,8.0,马可·伯格,108分钟,"['剧情', '爱情', '同性']"
